Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	L1_WT1	L1_WT2	L1_WT4	p13_WT1	p13_WT2	p13_WT3	p13_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000026889	134	177	240	125	539	485	508	942	943	1029	1400	177	272	275
ENSMUSG00000026887	76	87	128	76	350	293	336	551	550	693	802	95	165	186
ENSMUSG00000081496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085141	0	0	0	0	3	0	2	0	2	3	2	1	0	0
ENSMUSG00000087187	0	0	0	0	3	8	2	5	6	7	10	2	3	4
ENSMUSG00000047250	166	423	696	228	911	815	209	268	317	432	395	68	104	161
ENSMUSG00000106933	1	4	13	2	10	7	13	11	12	15	19	5	5	4
ENSMUSG00000083034	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000051052	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082583	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080936	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068950	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083101	0	0	0	0	0	0	0	0	2	0	0	0	0	1
ENSMUSG00000094464	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061305	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080960	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096822	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059251	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094764	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094949	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083716	62	44	60	52	104	108	145	52	87	77	51	20	77	81
ENSMUSG00000075384	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084078	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053146	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055088	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081591	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075380	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070943	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055838	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081737	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081174	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083361	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083431	0	0	0	0	0	0	0	0	0	0	0	0	2	2
ENSMUSG00000075378	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000086667	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000075377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068948	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000078198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083815	0	0	0	0	2	0	0	0	0	0	1	0	1	1
ENSMUSG00000068947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049094	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064626	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000049018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000009030	395	396	463	316	1420	1134	1006	1038	1054	1260	1573	143	274	327
ENSMUSG00000075376	305	384	578	286	1590	1391	1685	3463	3494	3433	4653	585	989	1005
ENSMUSG00000077756	0	0	0	0	1	0	1	4	3	3	4	1	1	1
ENSMUSG00000066798	107	94	160	68	420	363	392	841	797	908	1294	134	219	273
ENSMUSG00000050714	45	51	86	53	244	205	242	601	584	581	875	134	173	210
ENSMUSG00000035437	333	296	553	227	1277	975	1294	3094	2959	3407	4410	642	810	945
ENSMUSG00000026915	370	360	581	275	1039	988	1212	3702	3312	3090	4164	533	778	938
ENSMUSG00000053164	2	15	31	17	53	53	72	297	213	216	266	56	44	83
ENSMUSG00000083745	0	5	7	1	19	9	21	75	40	36	29	7	13	20
ENSMUSG00000092958	0	0	1	0	3	1	1	15	8	8	7	1	1	3
ENSMUSG00000035403	1	0	4	1	5	4	14	17	9	12	9	3	5	8
ENSMUSG00000035392	69	81	164	61	363	342	402	739	688	773	884	278	292	361
ENSMUSG00000105046	0	0	5	0	2	2	4	10	9	5	9	3	2	4
ENSMUSG00000087294	0	2	3	0	5	3	6	22	15	13	23	4	4	6
ENSMUSG00000000247	1	0	0	0	0	0	0	1	1	0	1	0	0	0
ENSMUSG00000098383	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085950	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000064468	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026749	47	57	122	59	377	384	460	822	753	923	1130	125	323	231
ENSMUSG00000026750	474	393	528	299	1815	1305	1084	1640	2198	2096	2567	172	490	489
ENSMUSG00000082931	0	2	3	1	5	4	6	16	9	8	10	1	1	7
ENSMUSG00000095278	0	0	1	0	3	3	2	4	5	5	8	0	2	2
ENSMUSG00000083722	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000087062	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026751	0	1	3	0	0	2	2	1	0	2	2	2	0	0
ENSMUSG00000087164	0	0	1	0	1	1	0	5	0	2	3	0	0	1
ENSMUSG00000063972	23	34	56	22	238	172	260	490	419	410	516	118	112	160
ENSMUSG00000082508	0	1	1	2	8	6	13	34	17	19	24	2	5	9
ENSMUSG00000085201	6	7	18	7	33	22	39	145	97	98	111	28	21	38
ENSMUSG00000065423	0	2	2	0	2	4	9	27	26	20	21	3	5	6
ENSMUSG00000065578	0	1	1	2	12	4	8	32	17	19	25	8	4	11
ENSMUSG00000046618	20	14	39	19	194	296	164	859	930	1579	1455	89	298	225
ENSMUSG00000083776	0	0	0	1	0	1	2	5	4	4	5	3	0	0
ENSMUSG00000084184	0	0	0	0	0	0	0	0	0	2	1	2	1	0
ENSMUSG00000085755	0	0	0	0	2	0	0	0	2	4	3	1	0	0
ENSMUSG00000035295	4	8	10	1	30	17	28	57	54	41	51	16	23	26
ENSMUSG00000062997	688	698	993	744	1845	1435	1721	1452	1735	1969	1743	243	507	823
ENSMUSG00000026755	191	200	312	188	608	533	582	875	1028	908	1466	166	253	366
ENSMUSG00000026754	275	285	432	237	1187	1034	982	1521	1359	1446	2019	390	369	471
ENSMUSG00000065127	0	0	1	0	0	1	2	0	0	0	2	0	0	1
ENSMUSG00000035236	49	77	146	55	347	310	410	1627	1347	1332	1968	257	357	441
ENSMUSG00000082315	2	1	1	1	8	3	8	24	23	20	28	8	7	7
ENSMUSG00000026753	328	272	395	217	959	797	819	1586	1753	1736	2362	219	385	431
ENSMUSG00000083157	0	1	3	0	9	3	12	26	24	14	22	3	3	4
ENSMUSG00000083686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083401	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000081839	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082015	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083240	3	1	1	0	4	6	2	0	1	2	1	0	3	2
ENSMUSG00000084171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081577	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088512	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082536	31	32	41	24	107	74	108	583	621	813	943	137	210	240
ENSMUSG00000049252	0	2	5	0	8	9	11	43	45	65	119	13	2	10
ENSMUSG00000098953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082930	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081999	1	0	0	2	4	4	3	14	20	29	23	1	4	17
ENSMUSG00000081085	0	0	0	0	0	0	0	2	0	0	1	0	0	0
ENSMUSG00000098660	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000105844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077351	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080994	0	0	1	0	0	0	1	0	1	1	0	0	1	0
ENSMUSG00000026866	4	1	12	1	3	8	12	33	40	43	52	6	10	17
ENSMUSG00000049744	13	10	42	15	79	57	91	176	140	232	347	51	67	119
ENSMUSG00000085089	1	0	0	0	0	2	0	4	2	3	8	1	3	4
ENSMUSG00000088124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036890	42	25	52	32	166	159	189	459	425	481	698	75	106	106
ENSMUSG00000083849	3	2	4	2	13	20	6	68	37	30	57	11	11	13
ENSMUSG00000026872	132	173	361	214	1499	1290	1520	5499	3860	4632	5894	1359	1941	1606
ENSMUSG00000092679	0	0	0	0	0	0	0	1	1	1	4	1	0	2
ENSMUSG00000052248	0	0	2	3	11	6	13	56	37	40	77	11	15	15
ENSMUSG00000098566	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098654	0	0	0	0	4	2	1	6	8	10	9	0	2	1
ENSMUSG00000099117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098367	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100135	0	0	0	0	1	0	0	8	4	1	5	0	0	1
ENSMUSG00000098320	0	1	0	0	2	0	3	1	3	3	9	0	4	2
ENSMUSG00000081830	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085591	0	0	0	0	0	1	1	8	7	10	20	0	3	1
ENSMUSG00000083510	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086202	0	1	0	0	0	0	1	3	2	3	3	0	2	1
ENSMUSG00000086710	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSMUSG00000086830	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083807	0	0	0	0	0	1	0	0	1	0	2	0	0	0
ENSMUSG00000088868	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086644	0	0	0	0	0	0	2	6	5	4	6	2	1	0
ENSMUSG00000089144	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000092853	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000086353	0	0	0	0	1	0	0	0	0	0	1	1	0	0
ENSMUSG00000082278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083966	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000080499	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083866	0	0	0	0	0	1	0	0	0	0	0	0	1	0
ENSMUSG00000082114	0	0	0	0	0	0	0	1	1	2	0	0	0	0
ENSMUSG00000052155	238	260	433	209	728	723	717	1446	1377	1502	1982	274	385	442
ENSMUSG00000026761	211	174	361	185	808	733	680	1403	1391	1333	2100	243	346	413
ENSMUSG00000036792	86	132	218	108	669	495	686	1708	1438	1429	1775	349	435	426
ENSMUSG00000080937	0	0	4	1	8	9	12	42	28	23	19	6	9	14
ENSMUSG00000081272	36	34	38	31	133	111	90	81	117	169	134	21	35	42
ENSMUSG00000084177	0	0	0	0	2	0	1	2	4	0	1	0	1	1
ENSMUSG00000077769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069495	164	165	225	120	534	463	584	1190	1251	1354	1777	258	402	419
ENSMUSG00000026764	4	1	15	5	39	39	46	189	219	201	265	77	137	91
ENSMUSG00000082879	0	0	0	0	0	0	0	2	7	2	2	1	0	2
ENSMUSG00000026765	0	0	1	0	5	2	3	6	13	7	12	2	3	1
ENSMUSG00000085357	0	0	0	0	0	0	0	0	2	0	1	0	0	2
ENSMUSG00000088825	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000050447	2	0	0	0	13	13	8	24	28	22	35	0	1	3
ENSMUSG00000026766	148	145	203	107	813	736	586	950	1126	1156	1526	102	211	265
ENSMUSG00000085862	3	1	1	0	7	6	2	24	21	15	27	4	10	6
ENSMUSG00000082483	0	0	1	1	1	1	3	2	5	2	3	0	1	0
ENSMUSG00000081457	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083449	0	0	0	0	0	0	0	4	2	1	7	3	0	0
ENSMUSG00000085429	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ENSMUSG00000082846	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083270	0	0	0	0	0	1	0	1	0	3	0	0	0	0
ENSMUSG00000017144	36	39	88	40	307	325	320	1385	1315	1446	1932	319	375	440
ENSMUSG00000100496	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081173	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086007	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000089614	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084334	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085014	1	0	0	0	0	1	0	0	12	3	3	0	2	3
ENSMUSG00000081484	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087701	0	0	0	0	1	1	0	0	2	2	0	0	4	1
ENSMUSG00000036249	19	44	60	33	142	92	149	368	377	422	548	70	107	113
ENSMUSG00000080782	0	0	0	0	0	0	0	0	0	1	2	0	0	1
ENSMUSG00000026946	105	109	165	109	366	299	257	505	370	536	561	73	106	119
ENSMUSG00000053475	5	12	13	9	54	43	43	59	104	140	194	7	33	14
ENSMUSG00000036202	368	536	898	403	1949	1766	1624	4715	4312	4270	6250	931	1063	1551
ENSMUSG00000026950	24	26	202	17	349	230	218	1118	35229	7029	10246	2685	4002	5334
ENSMUSG00000089609	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081158	0	1	1	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000086447	0	0	1	0	2	1	1	3	1	1	2	1	1	0
ENSMUSG00000036093	422	305	383	244	1629	1471	1219	2802	2975	3095	4069	339	570	643
ENSMUSG00000085315	4	1	3	1	7	8	4	21	33	22	45	2	3	4
ENSMUSG00000017412	22	12	32	9	106	107	62	264	170	253	306	43	28	104
ENSMUSG00000082132	0	0	3	0	7	2	2	14	5	9	11	1	2	0
ENSMUSG00000025201	1	0	0	0	2	4	5	6	5	13	3	1	3	4
ENSMUSG00000055371	145	165	241	134	605	555	726	1259	1182	1383	1667	182	311	302
ENSMUSG00000085815	1	0	1	1	2	2	1	9	7	5	9	1	1	2
ENSMUSG00000036053	112	84	169	61	381	375	509	1318	1227	1359	1756	362	453	479
ENSMUSG00000097857	3	8	26	7	83	54	101	430	306	264	374	99	97	135
ENSMUSG00000061136	383	457	642	403	2476	2155	1827	3777	3601	4044	5655	598	919	1197
ENSMUSG00000026960	41	53	73	30	209	170	151	400	438	377	622	61	97	125
ENSMUSG00000088928	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082472	0	0	0	0	1	0	0	0	0	0	3	1	0	0
ENSMUSG00000080716	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083287	1	0	0	0	3	0	0	1	2	0	2	0	0	1
ENSMUSG00000088628	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075334	0	1	3	0	1	1	1	3	1	2	4	1	0	0
ENSMUSG00000064596	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082096	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083684	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060988	1	0	0	0	2	5	2	9	9	38	24	0	8	2
ENSMUSG00000089272	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000089352	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082301	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000087040	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ENSMUSG00000097837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026824	0	0	0	0	0	0	0	1	0	0	1	0	1	0
ENSMUSG00000082971	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082499	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098437	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082578	0	0	0	0	0	0	1	0	1	0	1	0	0	0
ENSMUSG00000026826	5	9	18	6	38	30	37	106	79	114	149	19	37	23
ENSMUSG00000084938	0	0	0	0	0	0	0	1	1	0	1	0	0	1
ENSMUSG00000086396	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000080812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054181	1	2	2	2	8	4	6	20	24	17	26	3	5	3
ENSMUSG00000026827	80	57	99	47	652	601	487	1594	2753	1534	2372	259	967	548
ENSMUSG00000084292	0	0	2	0	9	5	2	40	38	39	30	4	11	10
ENSMUSG00000084338	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000081642	0	0	0	0	0	0	1	5	0	2	4	0	0	1
ENSMUSG00000084294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026828	1	0	0	1	14	10	7	39	45	69	69	3	10	9
ENSMUSG00000026830	0	0	0	0	2	0	0	1	1	3	5	0	1	0
ENSMUSG00000053472	0	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSMUSG00000026832	4942	5577	7436	4107	8587	6367	4766	3817	4967	4088	5383	542	1456	1582
ENSMUSG00000086862	53	129	185	82	658	294	333	656	574	374	433	62	115	143
ENSMUSG00000026834	87	28	113	39	410	310	468	3036	1975	1423	2053	542	867	318
ENSMUSG00000086995	1	0	1	0	8	2	11	43	22	15	23	10	14	5
ENSMUSG00000082408	0	0	0	1	0	2	1	4	6	1	3	4	4	3
ENSMUSG00000026836	27	52	82	29	396	372	498	858	938	878	1023	182	277	306
ENSMUSG00000091922	0	1	6	1	14	8	19	45	48	43	47	10	6	9
ENSMUSG00000026839	6	3	9	9	24	19	35	92	68	74	79	19	22	29
ENSMUSG00000086129	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ENSMUSG00000080985	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000036641	0	0	1	0	25	9	14	50	41	40	49	16	13	14
ENSMUSG00000079353	0	0	0	0	0	0	0	1	0	1	1	0	0	0
ENSMUSG00000082800	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000082989	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084250	0	0	0	0	0	0	1	1	3	0	1	0	1	0
ENSMUSG00000026991	226	207	499	179	1079	877	1129	2387	2689	2722	3108	631	797	987
ENSMUSG00000087455	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080982	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSMUSG00000026989	0	0	1	0	1	0	0	9	4	10	8	1	0	0
ENSMUSG00000081157	0	0	0	0	1	0	0	0	2	1	0	0	1	0
ENSMUSG00000035168	607	1028	1587	654	3071	2966	3576	3878	3400	3998	4433	1325	1090	1774
ENSMUSG00000026988	56	71	93	59	176	197	296	482	461	506	567	128	154	205
ENSMUSG00000026987	323	442	835	247	1639	1392	1993	5120	3580	4223	5246	1410	1212	1259
ENSMUSG00000081236	3	2	7	0	14	6	17	57	40	33	44	9	11	15
ENSMUSG00000085975	1	3	5	2	21	16	30	97	50	56	67	12	10	21
ENSMUSG00000087181	0	3	2	1	11	9	9	28	11	21	13	10	6	15
ENSMUSG00000086603	0	0	0	0	1	0	1	0	1	2	0	0	1	1
ENSMUSG00000082330	0	0	1	0	0	1	5	20	6	10	3	3	3	4
ENSMUSG00000026977	525	543	958	454	1560	1303	1632	6002	3104	5293	5211	707	870	1098
ENSMUSG00000060703	43	26	59	27	195	147	182	574	628	567	858	59	145	144
ENSMUSG00000080198	0	1	0	0	3	3	1	9	2	7	9	5	4	4
ENSMUSG00000026980	10	11	11	4	60	55	48	320	338	347	419	47	91	107
ENSMUSG00000086196	2	0	0	0	1	5	2	15	6	7	13	1	0	2
ENSMUSG00000087283	0	0	0	0	0	2	0	0	0	1	1	0	0	0
ENSMUSG00000054580	6	9	14	8	45	28	47	118	89	139	164	25	35	47
ENSMUSG00000102781	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086578	2	1	0	0	3	5	9	7	4	11	9	7	4	3
ENSMUSG00000084115	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000083195	0	0	0	0	0	2	0	0	0	1	1	0	0	1
ENSMUSG00000026971	17	38	42	17	110	109	169	307	467	347	399	67	98	98
ENSMUSG00000026970	167	166	272	123	1148	1081	1136	2253	2277	2572	3441	476	697	692
ENSMUSG00000075325	0	2	2	1	18	7	9	14	14	9	19	7	5	2
ENSMUSG00000083334	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077464	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000088340	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000064289	293	256	402	234	1487	1175	1436	2465	2029	2377	3404	511	347	669
ENSMUSG00000081954	0	0	0	0	0	0	0	2	1	0	1	0	1	0
ENSMUSG00000026914	132	143	200	163	1106	872	797	1359	1672	1612	2348	182	390	545
ENSMUSG00000092660	0	0	1	0	1	2	1	2	3	1	6	1	0	2
ENSMUSG00000087794	0	0	1	1	1	1	0	11	6	6	11	3	3	3
ENSMUSG00000035033	0	1	0	0	2	0	1	3	0	4	1	2	1	1
ENSMUSG00000083018	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000026904	0	1	4	1	1	4	1	8	4	20	6	2	0	3
ENSMUSG00000035000	237	396	564	287	382	321	275	762	827	1091	921	110	189	294
ENSMUSG00000087518	1	3	4	0	3	0	5	5	9	10	6	2	2	8
ENSMUSG00000087681	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000087422	1	0	2	1	0	1	0	1	0	0	0	0	0	1
ENSMUSG00000000394	0	1	0	0	1	0	1	1	8	21	13	0	4	0
ENSMUSG00000000392	48	37	95	39	329	262	281	839	573	1372	1621	105	304	325
ENSMUSG00000026896	207	267	391	179	1176	785	1124	1927	1567	2192	2294	394	469	598
ENSMUSG00000026893	47	48	72	54	285	255	324	398	392	367	517	97	101	133
ENSMUSG00000081817	1	1	6	2	11	23	21	90	60	34	72	19	14	11
ENSMUSG00000059742	13	23	37	21	152	114	147	323	210	178	237	62	38	76
ENSMUSG00000077546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085029	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065837	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000075324	6	0	4	3	28	33	15	148	128	118	147	44	56	43
ENSMUSG00000087702	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082127	0	0	0	0	0	5	1	4	8	3	10	2	1	0
ENSMUSG00000081065	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084104	1	0	1	0	2	3	1	4	2	8	7	2	4	0
ENSMUSG00000026888	5	4	7	3	26	38	25	142	190	113	155	46	75	56
ENSMUSG00000034903	286	490	802	414	1678	1348	1103	1529	1458	1290	1660	356	348	383
ENSMUSG00000086881	1	1	1	1	4	0	6	13	5	10	13	4	3	4
ENSMUSG00000083707	0	0	0	0	0	0	0	2	1	0	0	0	2	0
ENSMUSG00000080766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000061171	5	0	2	2	5	6	3	13	21	15	34	10	5	7
ENSMUSG00000099184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057182	2	2	0	0	16	16	7	51	39	69	95	16	8	13
ENSMUSG00000086701	0	0	0	0	0	0	0	1	1	1	1	0	0	0
ENSMUSG00000075318	2	2	10	1	18	19	20	46	79	81	92	13	29	29
ENSMUSG00000044647	2	4	4	3	26	33	4	33	43	36	35	2	6	7
ENSMUSG00000052865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085160	1	0	0	0	2	2	0	0	2	0	4	0	1	1
ENSMUSG00000026994	413	440	664	362	1413	1134	1079	1050	1040	1030	1241	203	229	348
ENSMUSG00000100197	0	1	1	1	4	1	1	2	1	1	1	0	0	0
ENSMUSG00000080728	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034848	57	40	76	44	241	220	234	718	685	701	831	171	250	269
ENSMUSG00000086671	0	0	1	0	4	3	1	16	9	16	16	1	3	3
ENSMUSG00000064329	1	0	0	0	0	1	1	2	2	3	6	0	3	0
ENSMUSG00000085386	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000087301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080855	0	0	0	0	0	0	0	0	0	0	0	0	0	0
