Geneid	L10_WT1	L10_WT2	L10_WT3	L10_WT4	p6_WT1	p6_WT2	p6_WT4
ENSMUSG00000081490	0	0	0	0	0	0	1
ENSMUSG00000028211	2291	673	1028	542	473	559	904
ENSMUSG00000028212	12	17	36	12	49	98	156
ENSMUSG00000040738	173	255	333	164	335	396	473
ENSMUSG00000045205	197	177	267	167	246	378	478
ENSMUSG00000089185	1	0	1	0	3	3	0
ENSMUSG00000097019	1	7	17	6	17	12	39
ENSMUSG00000040728	665	824	1284	597	850	762	1256
ENSMUSG00000081884	2	0	3	1	2	1	4
ENSMUSG00000082255	0	0	0	0	0	0	0
ENSMUSG00000040720	321	344	593	296	471	713	757
ENSMUSG00000086625	1	1	1	4	8	5	9
ENSMUSG00000078773	4	1	7	3	66	51	109
ENSMUSG00000094595	3	5	4	2	12	16	24
ENSMUSG00000086103	0	0	1	0	6	3	10
ENSMUSG00000084046	0	0	0	0	1	0	0
ENSMUSG00000028214	13	14	24	16	20	61	42
ENSMUSG00000028217	0	0	0	0	0	0	1
ENSMUSG00000084518	0	0	0	0	0	0	0
ENSMUSG00000080663	0	0	0	0	0	0	0
ENSMUSG00000049225	18	15	23	13	51	127	115
ENSMUSG00000085614	0	1	1	1	7	12	7
ENSMUSG00000073995	1	1	0	0	6	5	6
ENSMUSG00000097459	0	2	0	0	0	2	0
ENSMUSG00000085027	0	0	0	0	0	0	0
ENSMUSG00000085467	0	0	0	0	0	1	1
ENSMUSG00000049488	16	17	21	11	59	87	90
ENSMUSG00000052137	45	52	120	43	229	185	239
ENSMUSG00000083246	0	4	4	3	10	5	13
ENSMUSG00000081593	0	0	0	1	0	3	2
ENSMUSG00000082676	0	0	0	0	4	3	4
ENSMUSG00000046667	8	3	19	6	73	59	67
ENSMUSG00000028218	25	19	22	19	78	204	155
ENSMUSG00000060989	0	0	1	0	0	0	0
ENSMUSG00000085909	0	0	0	0	0	0	0
ENSMUSG00000104211	0	0	0	0	0	1	1
ENSMUSG00000065823	0	0	0	0	0	0	0
ENSMUSG00000055963	4	4	7	5	11	31	28
ENSMUSG00000086227	0	0	0	0	0	0	0
ENSMUSG00000080359	0	0	0	0	0	0	0
ENSMUSG00000081327	0	0	0	0	0	0	0
ENSMUSG00000083328	0	0	0	0	1	1	2
ENSMUSG00000081063	0	0	0	0	0	0	0
ENSMUSG00000092822	0	0	0	0	0	0	0
ENSMUSG00000006586	9	5	14	5	68	134	106
ENSMUSG00000086927	0	0	0	0	0	0	1
ENSMUSG00000077701	0	0	0	0	0	0	0
ENSMUSG00000082128	0	0	0	0	0	0	2
ENSMUSG00000086068	0	0	0	0	0	0	0
ENSMUSG00000087919	0	0	0	0	0	0	0
ENSMUSG00000081239	0	1	0	0	1	0	0
ENSMUSG00000040569	21	13	31	8	5	5	3
ENSMUSG00000023151	0	4	1	2	0	1	3
ENSMUSG00000083280	0	0	0	0	0	0	0
ENSMUSG00000040550	194	212	259	144	145	281	312
ENSMUSG00000028221	129	173	187	84	105	194	182
ENSMUSG00000086587	2	1	1	3	1	6	5
ENSMUSG00000040536	0	0	2	0	0	0	1
ENSMUSG00000087241	0	0	0	0	0	0	0
ENSMUSG00000083073	0	0	0	0	0	0	0
ENSMUSG00000043252	2035	1605	2281	1371	191	336	365
ENSMUSG00000096738	0	0	0	0	0	0	0
ENSMUSG00000080869	0	0	0	0	0	0	0
ENSMUSG00000083330	0	0	0	0	0	0	0
ENSMUSG00000082673	0	0	0	0	0	0	0
ENSMUSG00000084181	0	0	0	0	0	0	0
ENSMUSG00000081026	0	0	0	0	0	0	0
ENSMUSG00000094515	0	0	0	0	0	0	0
ENSMUSG00000028222	0	0	0	0	0	0	0
ENSMUSG00000088055	0	0	0	0	0	0	0
ENSMUSG00000028223	150	80	153	81	360	790	453
ENSMUSG00000098929	0	0	0	0	4	3	3
ENSMUSG00000028224	170	128	199	121	142	211	242
ENSMUSG00000084190	0	1	3	0	3	1	2
ENSMUSG00000041153	17	17	41	24	103	183	136
ENSMUSG00000084408	1	4	6	0	15	38	22
ENSMUSG00000081679	1	0	0	1	0	3	1
ENSMUSG00000041135	13	5	23	5	47	68	52
ENSMUSG00000092795	0	0	0	0	0	1	0
ENSMUSG00000085112	1	2	4	0	4	7	5
ENSMUSG00000083725	0	0	1	0	2	2	1
ENSMUSG00000103595	0	0	0	0	0	0	0
ENSMUSG00000080065	0	0	0	0	0	0	0
ENSMUSG00000086072	0	0	0	0	0	0	0
ENSMUSG00000096423	0	0	1	0	0	0	0
ENSMUSG00000083229	0	0	0	0	0	0	0
ENSMUSG00000064619	0	0	0	0	0	0	0
ENSMUSG00000082994	0	0	0	0	0	0	0
ENSMUSG00000082552	0	0	0	0	0	0	0
ENSMUSG00000083572	0	0	0	0	0	0	0
ENSMUSG00000089218	0	0	0	0	0	0	0
ENSMUSG00000085478	0	0	0	0	0	0	0
ENSMUSG00000028226	3	0	1	3	4	54	23
ENSMUSG00000083387	0	0	0	0	0	0	0
ENSMUSG00000083150	0	0	0	0	0	0	0
ENSMUSG00000087402	0	0	0	0	0	0	0
ENSMUSG00000080919	0	0	0	0	0	0	0
ENSMUSG00000083660	0	0	0	0	0	0	0
ENSMUSG00000089578	0	0	0	0	0	0	0
ENSMUSG00000088500	0	0	0	0	0	0	0
ENSMUSG00000050550	5	3	4	2	3	10	12
ENSMUSG00000073991	0	0	0	0	0	0	0
ENSMUSG00000083005	0	0	0	0	0	0	0
ENSMUSG00000083105	0	0	0	0	0	0	0
ENSMUSG00000056494	1	0	1	0	0	1	0
ENSMUSG00000082320	0	0	0	0	0	0	0
ENSMUSG00000089090	0	0	0	0	0	0	0
ENSMUSG00000028228	770	702	1041	544	502	927	1123
ENSMUSG00000028229	81	75	152	76	85	95	112
ENSMUSG00000078772	4	5	5	2	8	13	17
ENSMUSG00000041058	323	348	453	252	515	758	931
ENSMUSG00000086071	0	0	0	0	0	1	0
ENSMUSG00000041052	0	0	1	1	0	1	4
ENSMUSG00000028238	0	0	1	0	2	1	23
ENSMUSG00000086332	3	0	0	2	0	1	0
ENSMUSG00000073988	403	397	529	292	250	162	270
ENSMUSG00000097005	0	3	1	0	4	2	7
ENSMUSG00000073987	157	115	149	94	45	140	154
ENSMUSG00000055761	4	4	0	1	3	31	13
ENSMUSG00000086017	0	0	2	0	0	2	1
ENSMUSG00000081964	0	0	0	1	0	0	1
ENSMUSG00000083315	0	0	0	0	0	0	0
ENSMUSG00000088073	0	0	0	0	0	0	0
ENSMUSG00000089322	0	0	0	0	0	0	0
ENSMUSG00000083654	0	0	0	0	0	0	0
ENSMUSG00000082672	0	0	0	0	0	0	0
ENSMUSG00000040478	0	0	0	0	0	0	0
ENSMUSG00000028252	139	127	165	110	108	181	210
ENSMUSG00000028251	9	9	15	6	15	22	18
ENSMUSG00000040455	194	173	222	120	216	288	314
ENSMUSG00000028248	316	477	737	268	1817	1358	1657
ENSMUSG00000028247	90	89	119	73	65	124	111
ENSMUSG00000028246	24	54	54	41	109	145	164
ENSMUSG00000080997	0	0	1	0	0	0	0
ENSMUSG00000082490	0	0	0	0	0	0	0
ENSMUSG00000083376	0	0	0	0	0	0	0
ENSMUSG00000040410	206	172	215	159	146	203	229
ENSMUSG00000077561	1	2	2	0	5	2	3
ENSMUSG00000103000	2	5	13	6	34	29	44
ENSMUSG00000095139	0	0	0	0	0	0	0
ENSMUSG00000081810	0	0	0	0	1	3	2
ENSMUSG00000083514	0	0	0	0	0	0	0
ENSMUSG00000080762	0	0	0	0	0	0	0
ENSMUSG00000088809	0	0	0	0	0	0	0
ENSMUSG00000028244	0	0	0	0	0	0	0
ENSMUSG00000087098	0	0	0	0	0	0	0
ENSMUSG00000083785	0	0	0	0	0	0	0
ENSMUSG00000082876	0	0	0	0	10	5	1
ENSMUSG00000089323	0	0	0	0	0	0	0
ENSMUSG00000084179	0	0	0	0	0	0	0
ENSMUSG00000100395	0	0	0	0	0	0	0
ENSMUSG00000083154	0	0	0	0	0	0	0
ENSMUSG00000081148	0	0	0	0	0	0	0
ENSMUSG00000099150	0	0	0	0	0	0	0
ENSMUSG00000045751	16	29	33	16	150	117	247
ENSMUSG00000040387	0	0	0	1	10	7	5
ENSMUSG00000087399	0	0	0	0	0	0	0
ENSMUSG00000028261	137	149	251	150	79	142	156
ENSMUSG00000046219	0	1	0	0	2	1	4
ENSMUSG00000040372	1	0	3	1	3	7	4
ENSMUSG00000085885	1	3	5	2	2	5	12
ENSMUSG00000028259	14	12	28	9	32	16	32
ENSMUSG00000040359	285	349	410	257	237	276	335
ENSMUSG00000083737	0	0	0	0	0	0	0
ENSMUSG00000081786	0	0	0	0	0	0	0
ENSMUSG00000082451	0	0	0	0	0	0	0
ENSMUSG00000089327	0	0	0	0	0	0	0
ENSMUSG00000081369	0	0	0	0	0	0	0
ENSMUSG00000081789	0	0	0	0	0	1	1
ENSMUSG00000065040	0	0	0	0	0	0	0
ENSMUSG00000055373	0	2	1	1	100	90	124
ENSMUSG00000065048	0	0	0	0	0	0	0
ENSMUSG00000083835	0	0	0	0	0	0	0
ENSMUSG00000076977	0	0	0	0	0	0	0
ENSMUSG00000084018	0	0	0	0	0	0	0
ENSMUSG00000088547	0	0	0	0	0	0	0
ENSMUSG00000040520	184	152	219	140	119	221	262
ENSMUSG00000096105	0	0	0	0	0	0	0
ENSMUSG00000082573	0	0	0	0	0	0	0
ENSMUSG00000081985	0	0	0	0	0	0	0
ENSMUSG00000082138	0	0	0	0	0	0	0
ENSMUSG00000086257	0	0	0	0	0	0	0
ENSMUSG00000083447	0	0	0	0	0	0	0
ENSMUSG00000080958	0	0	0	0	0	0	0
ENSMUSG00000084163	0	0	0	0	0	0	0
ENSMUSG00000095003	0	0	0	0	0	0	0
ENSMUSG00000082674	0	1	4	1	0	1	1
ENSMUSG00000080175	0	0	0	0	0	0	0
ENSMUSG00000082977	0	0	0	0	0	0	0
ENSMUSG00000082703	0	0	0	0	0	0	0
ENSMUSG00000077521	0	0	0	0	0	0	0
ENSMUSG00000082359	0	0	0	0	0	0	0
ENSMUSG00000081579	0	0	0	0	0	0	0
ENSMUSG00000084073	0	0	0	0	0	0	0
ENSMUSG00000083214	0	0	0	0	0	0	0
ENSMUSG00000081011	0	0	0	0	0	0	0
ENSMUSG00000028289	5	8	12	15	63	185	88
ENSMUSG00000086774	0	0	0	0	0	3	0
ENSMUSG00000087316	0	0	0	0	0	0	0
ENSMUSG00000086339	0	0	0	0	0	0	0
ENSMUSG00000080911	0	0	0	0	0	0	0
ENSMUSG00000082486	0	0	0	0	0	0	0
ENSMUSG00000082058	0	0	0	0	0	0	0
ENSMUSG00000080771	0	0	0	0	0	0	0
ENSMUSG00000087180	0	0	0	0	0	0	0
ENSMUSG00000085522	0	0	0	0	0	0	0
ENSMUSG00000093947	0	0	0	0	0	0	0
ENSMUSG00000082949	0	0	0	0	0	0	0
ENSMUSG00000065053	0	0	0	0	0	0	0
ENSMUSG00000082254	0	0	0	0	0	0	0
ENSMUSG00000028284	439	424	588	351	413	653	655
ENSMUSG00000084201	0	2	5	0	2	3	0
ENSMUSG00000084440	0	0	7	0	2	3	3
ENSMUSG00000082398	0	0	0	0	0	0	0
ENSMUSG00000083872	0	0	0	0	0	0	0
ENSMUSG00000083564	0	0	0	0	0	0	0
ENSMUSG00000040270	5	17	20	8	79	176	119
ENSMUSG00000087049	0	2	1	0	12	12	6
ENSMUSG00000084611	0	2	1	0	1	8	1
ENSMUSG00000086150	1	3	2	0	13	17	17
ENSMUSG00000051056	0	0	0	0	0	0	0
ENSMUSG00000081879	0	0	0	0	0	0	0
ENSMUSG00000028282	111	112	174	77	261	398	491
ENSMUSG00000081592	0	0	1	0	0	0	1
ENSMUSG00000058006	201	276	541	190	1992	1832	2353
ENSMUSG00000045854	33	43	43	23	41	72	78
ENSMUSG00000040183	7	9	13	11	47	87	66
ENSMUSG00000083565	0	0	0	0	0	2	2
ENSMUSG00000094344	0	0	0	0	1	0	1
ENSMUSG00000028278	170	113	162	105	104	127	250
ENSMUSG00000081025	0	0	0	0	0	0	1
ENSMUSG00000085037	22	61	42	30	88	60	92
ENSMUSG00000028277	298	313	460	242	262	407	483
ENSMUSG00000082851	1	0	3	0	0	1	1
ENSMUSG00000023267	2	1	7	1	5	2	4
ENSMUSG00000028280	0	0	1	1	2	1	2
ENSMUSG00000054659	10	16	17	5	35	34	36
ENSMUSG00000083887	0	0	0	0	0	0	1
ENSMUSG00000054679	1	1	1	2	7	6	1
ENSMUSG00000040128	346	331	366	192	388	570	512
ENSMUSG00000086127	1	0	0	0	0	0	0
ENSMUSG00000028274	70	70	105	64	160	233	247
ENSMUSG00000098310	0	0	1	0	0	1	0
ENSMUSG00000081206	1	0	3	1	4	4	15
ENSMUSG00000096184	0	0	0	0	0	0	0
ENSMUSG00000077397	0	0	0	0	0	0	0
ENSMUSG00000044288	5	5	10	4	18	59	22
ENSMUSG00000089414	0	0	0	0	0	0	0
ENSMUSG00000028264	0	1	2	0	0	2	1
ENSMUSG00000087841	0	0	0	0	0	0	0
ENSMUSG00000087602	0	0	0	0	0	0	1
ENSMUSG00000062554	13	7	15	10	3	21	17
ENSMUSG00000081384	0	0	0	0	0	0	0
ENSMUSG00000082649	0	0	0	0	0	0	0
ENSMUSG00000087758	0	0	0	0	0	0	0
ENSMUSG00000084119	0	0	0	0	0	0	0
ENSMUSG00000095588	0	0	1	0	0	5	2
ENSMUSG00000028291	92	91	138	77	134	223	258
ENSMUSG00000040044	122	132	277	108	315	419	524
ENSMUSG00000028292	95	113	169	104	190	196	277
ENSMUSG00000028293	197	177	275	170	135	178	257
ENSMUSG00000088338	0	2	2	1	2	2	6
ENSMUSG00000028294	0	0	0	0	1	0	1
ENSMUSG00000071015	0	0	0	0	1	0	0
ENSMUSG00000028295	32	11	31	21	28	58	55
ENSMUSG00000039967	410	502	906	364	860	945	1051
ENSMUSG00000082367	1	3	6	2	16	13	12
ENSMUSG00000028298	0	0	0	0	0	0	0
ENSMUSG00000085824	0	0	0	0	0	1	0
ENSMUSG00000083956	0	0	0	0	1	0	0
ENSMUSG00000082709	0	0	0	0	0	0	1
ENSMUSG00000073910	60	49	80	42	228	206	326
ENSMUSG00000086792	0	1	2	0	10	5	6
ENSMUSG00000042993	0	1	2	0	23	14	28
ENSMUSG00000028300	83	90	153	68	216	350	280
ENSMUSG00000082762	0	0	2	0	7	6	7
ENSMUSG00000084828	0	0	0	0	1	2	2
ENSMUSG00000083934	0	0	0	0	0	0	0
ENSMUSG00000083851	0	0	0	0	0	0	0
ENSMUSG00000045083	0	0	0	0	0	5	0
ENSMUSG00000082169	0	0	0	0	0	1	0
ENSMUSG00000084352	0	0	0	0	0	0	0
ENSMUSG00000077851	0	0	0	0	0	0	0
ENSMUSG00000078057	0	0	0	0	0	0	0
ENSMUSG00000106425	0	0	0	0	0	0	0
ENSMUSG00000087843	0	0	0	0	0	0	0
ENSMUSG00000106937	0	0	0	0	0	0	0
ENSMUSG00000084898	0	0	0	0	0	0	0
ENSMUSG00000080969	0	0	0	0	0	0	0
ENSMUSG00000082732	0	0	0	0	0	0	0
ENSMUSG00000086026	0	0	0	0	0	0	0
ENSMUSG00000088718	0	0	0	0	0	0	0
ENSMUSG00000083983	0	0	0	0	0	0	0
ENSMUSG00000080057	0	0	0	0	0	0	0
ENSMUSG00000082899	0	0	0	0	0	0	0
ENSMUSG00000084148	1	0	0	0	0	0	0
ENSMUSG00000085632	0	0	0	0	0	0	1
ENSMUSG00000081427	0	0	0	0	0	0	0
ENSMUSG00000065344	0	0	0	0	0	0	0
ENSMUSG00000082238	0	0	0	0	0	0	0
ENSMUSG00000077738	0	0	0	0	0	0	0
ENSMUSG00000090839	0	0	0	0	0	0	0
ENSMUSG00000028287	0	0	0	0	0	0	0
ENSMUSG00000082302	0	0	0	0	0	0	0
ENSMUSG00000083271	0	0	0	0	0	0	0
ENSMUSG00000082022	0	0	0	0	0	0	0
ENSMUSG00000088339	0	0	0	0	0	0	0
ENSMUSG00000084220	0	0	0	0	0	0	0
ENSMUSG00000088526	0	0	0	0	0	0	0
ENSMUSG00000083202	0	0	0	0	0	0	0
ENSMUSG00000081352	0	0	0	0	0	0	0
ENSMUSG00000028405	632	904	1172	517	615	1224	1152
ENSMUSG00000040296	67	99	143	99	556	686	807
ENSMUSG00000036822	290	271	426	190	259	450	429
ENSMUSG00000028407	25	32	43	17	8	15	25
ENSMUSG00000071014	151	148	215	95	32	121	132
ENSMUSG00000087137	0	0	0	0	0	0	0
ENSMUSG00000089585	0	0	0	0	0	1	0
ENSMUSG00000046593	1	0	2	0	0	19	1
ENSMUSG00000086355	0	0	0	0	0	1	0
ENSMUSG00000081720	0	0	0	1	0	2	2
ENSMUSG00000028411	55	57	95	56	133	177	162
ENSMUSG00000082008	0	0	4	0	1	4	2
ENSMUSG00000097123	2	6	9	0	13	20	14
ENSMUSG00000028410	218	245	407	209	428	631	811
ENSMUSG00000065452	0	0	0	0	0	0	0
ENSMUSG00000028409	304	259	407	233	269	518	601
ENSMUSG00000056412	4	2	0	0	2	1	7
ENSMUSG00000028413	19879	18793	25398	15185	756	768	1504
ENSMUSG00000096377	4	5	11	4	2	0	3
ENSMUSG00000094959	8	9	26	5	4	0	2
ENSMUSG00000095871	4	24	41	4	5	2	8
ENSMUSG00000081309	0	0	1	0	0	0	0
ENSMUSG00000028415	0	1	0	0	1	0	0
ENSMUSG00000028416	1095	1066	1302	900	331	724	670
ENSMUSG00000028419	385	337	465	297	196	394	416
ENSMUSG00000028423	327	368	620	278	781	859	1012
ENSMUSG00000092862	0	0	0	0	0	0	0
ENSMUSG00000028427	48	30	82	23	282	327	137
ENSMUSG00000088154	0	0	0	0	0	0	1
ENSMUSG00000028435	184	214	279	128	0	1	13
ENSMUSG00000028430	113	128	244	96	299	413	438
ENSMUSG00000081437	0	0	0	0	0	0	2
ENSMUSG00000036241	487	392	578	304	332	580	550
ENSMUSG00000082186	3	5	6	1	23	14	23
ENSMUSG00000087730	0	0	0	0	4	2	2
ENSMUSG00000028433	116	195	310	114	357	432	515
ENSMUSG00000089265	0	0	0	1	2	5	4
ENSMUSG00000089308	1	0	2	0	0	5	5
ENSMUSG00000093562	0	1	1	0	0	0	0
ENSMUSG00000081866	0	1	6	0	1	2	6
ENSMUSG00000028436	189	199	317	151	279	464	449
ENSMUSG00000065873	1	1	3	0	1	1	3
ENSMUSG00000087938	0	3	2	0	9	7	13
ENSMUSG00000088528	0	0	0	0	0	0	0
ENSMUSG00000028437	191	166	315	147	198	344	380
ENSMUSG00000028438	23	29	49	20	119	151	199
ENSMUSG00000028443	75	63	77	52	19	52	72
ENSMUSG00000046312	124	57	82	44	85	180	160
ENSMUSG00000028441	1	1	0	0	0	3	1
ENSMUSG00000036162	0	0	0	0	0	1	1
ENSMUSG00000028439	7	25	16	25	77	98	83
ENSMUSG00000087623	1	1	5	4	7	7	10
ENSMUSG00000061322	0	0	0	0	1	21	1
ENSMUSG00000028445	2	4	7	6	6	54	14
ENSMUSG00000084761	0	0	1	1	0	1	2
ENSMUSG00000087054	0	0	1	0	0	0	1
ENSMUSG00000028444	6	2	3	3	8	30	14
ENSMUSG00000073889	152	136	197	96	148	246	316
ENSMUSG00000036114	66	51	63	37	34	63	71
ENSMUSG00000028447	157	130	192	112	63	139	154
ENSMUSG00000066224	0	0	0	0	0	0	0
ENSMUSG00000036078	173	159	200	137	63	152	173
ENSMUSG00000036073	41	53	101	42	83	80	106
ENSMUSG00000073888	3	6	7	9	18	27	38
ENSMUSG00000095298	0	0	1	0	0	0	0
ENSMUSG00000082962	0	0	0	0	0	0	0
ENSMUSG00000085730	0	0	0	0	2	0	1
ENSMUSG00000084010	0	0	0	0	0	0	0
ENSMUSG00000094065	0	0	0	0	0	0	0
ENSMUSG00000082902	0	0	0	0	0	0	0
ENSMUSG00000078747	0	0	0	0	0	0	0
ENSMUSG00000078746	0	0	0	0	0	0	0
ENSMUSG00000082414	0	0	0	0	0	0	0
ENSMUSG00000096256	0	0	0	0	0	0	0
ENSMUSG00000103694	0	0	0	0	0	0	0
ENSMUSG00000095348	0	0	0	0	0	0	0
ENSMUSG00000094293	0	0	0	0	0	0	0
ENSMUSG00000073878	0	0	0	0	0	0	0
ENSMUSG00000087577	0	0	0	0	0	0	0
ENSMUSG00000094162	0	0	0	0	0	0	0
ENSMUSG00000073877	0	0	0	0	0	1	0
ENSMUSG00000073876	0	0	0	0	0	0	0
ENSMUSG00000104526	0	0	0	0	0	0	0
ENSMUSG00000091542	0	0	0	0	0	0	0
ENSMUSG00000096862	0	0	0	0	0	0	0
ENSMUSG00000073879	0	0	0	0	0	0	0
ENSMUSG00000090338	0	0	0	0	0	0	0
ENSMUSG00000083929	0	0	0	0	0	0	0
ENSMUSG00000095675	0	0	0	0	0	0	0
ENSMUSG00000096327	0	0	0	0	0	0	0
ENSMUSG00000094695	0	0	0	0	0	0	0
ENSMUSG00000093996	0	0	0	0	0	0	0
ENSMUSG00000095234	0	0	0	0	0	0	0
ENSMUSG00000093909	0	0	0	0	0	0	0
ENSMUSG00000095779	0	0	0	0	0	0	0
ENSMUSG00000094066	0	0	0	0	0	0	0
ENSMUSG00000095258	0	0	0	0	0	0	0
ENSMUSG00000096596	0	0	0	0	0	0	0
ENSMUSG00000091938	0	0	0	0	0	0	0
ENSMUSG00000096826	0	0	0	0	0	0	0
ENSMUSG00000078735	0	0	0	0	0	0	0
ENSMUSG00000102504	2	2	3	2	2	18	25
ENSMUSG00000054885	0	0	0	0	2	0	8
ENSMUSG00000085910	0	0	0	0	0	1	1
ENSMUSG00000071005	1	0	2	0	5	4	4
ENSMUSG00000094686	4	3	26	4	4	4	13
ENSMUSG00000078722	2	0	3	0	3	16	25
ENSMUSG00000078721	0	0	0	0	0	1	3
ENSMUSG00000050141	1	0	0	0	1	4	7
ENSMUSG00000036062	0	1	3	3	12	22	25
ENSMUSG00000036052	27	38	57	30	71	110	110
ENSMUSG00000028451	1	1	8	3	7	11	10
ENSMUSG00000028452	741	740	1090	544	791	1418	1438
ENSMUSG00000028453	25	20	56	21	70	90	102
ENSMUSG00000028454	104	115	143	74	137	137	152
ENSMUSG00000028455	195	160	242	144	119	271	297
ENSMUSG00000097681	0	1	0	0	2	1	0
ENSMUSG00000036002	99	74	138	70	82	131	129
ENSMUSG00000096974	3	3	9	2	6	11	4
ENSMUSG00000028456	443	531	720	329	626	452	588
ENSMUSG00000077552	0	2	2	0	2	1	2
ENSMUSG00000089028	0	0	0	0	3	0	1
ENSMUSG00000028457	4	6	10	5	22	15	23
ENSMUSG00000035969	50	42	78	42	176	218	269
ENSMUSG00000042788	1	0	2	1	2	1	3
ENSMUSG00000028458	75	74	80	51	91	135	147
ENSMUSG00000028459	12	19	46	10	39	34	59
ENSMUSG00000028460	0	0	1	0	0	0	2
ENSMUSG00000088088	294	535	751	482	421	1119	1271
ENSMUSG00000028461	25	21	17	13	39	74	68
ENSMUSG00000051517	0	1	4	3	11	21	36
ENSMUSG00000087142	0	0	0	1	2	6	2
ENSMUSG00000028463	4	6	10	4	14	18	22
ENSMUSG00000028464	610	793	930	634	1005	2166	2184
ENSMUSG00000028465	606	917	1480	577	1557	3176	3363
ENSMUSG00000028466	216	235	318	197	136	173	209
ENSMUSG00000028467	47	58	98	31	188	175	171
ENSMUSG00000028468	128	164	300	136	324	384	393
ENSMUSG00000078719	0	0	0	0	0	0	0
ENSMUSG00000085351	0	1	1	1	1	1	0
ENSMUSG00000092675	5	4	8	3	6	6	3
ENSMUSG00000086043	0	0	4	1	3	4	3
ENSMUSG00000028469	50	44	111	39	320	333	320
ENSMUSG00000066196	1	2	3	0	8	13	17
ENSMUSG00000028470	59	43	80	42	59	97	103
ENSMUSG00000043633	5	5	12	4	6	11	15
ENSMUSG00000043770	0	0	0	0	0	0	0
ENSMUSG00000078716	18	9	33	10	76	112	95
ENSMUSG00000088947	0	0	0	0	0	0	0
ENSMUSG00000050215	0	0	0	0	0	2	3
ENSMUSG00000046450	0	0	0	0	0	0	0
ENSMUSG00000071001	17	20	30	11	36	42	61
ENSMUSG00000028475	21	33	77	26	152	71	109
ENSMUSG00000086864	7	5	20	5	30	10	43
ENSMUSG00000083417	0	0	1	0	0	0	0
ENSMUSG00000044801	0	0	0	0	0	0	3
ENSMUSG00000081420	0	0	0	0	0	0	0
ENSMUSG00000081329	0	0	0	0	0	0	2
ENSMUSG00000059448	0	0	0	0	0	0	0
ENSMUSG00000059101	0	0	0	0	0	0	1
ENSMUSG00000071000	0	0	0	0	0	0	0
ENSMUSG00000028476	38	18	54	19	89	191	236
ENSMUSG00000099252	0	0	1	0	0	2	4
ENSMUSG00000028480	17	18	23	16	49	116	98
ENSMUSG00000070999	0	0	0	0	0	0	1
ENSMUSG00000028478	1046	904	1222	410	648	678	1471
ENSMUSG00000028479	650	838	1127	535	450	343	728
ENSMUSG00000088532	0	1	3	2	3	1	2
ENSMUSG00000087326	1	9	8	3	7	5	10
ENSMUSG00000084274	2	6	8	3	11	15	14
ENSMUSG00000035696	162	232	352	155	599	708	786
ENSMUSG00000092677	0	0	3	1	1	5	4
ENSMUSG00000035683	0	4	3	4	39	77	141
ENSMUSG00000081127	0	0	0	0	1	0	0
ENSMUSG00000083803	0	0	0	0	0	0	0
ENSMUSG00000077587	0	0	0	0	0	0	0
ENSMUSG00000014030	0	0	4	0	3	3	0
ENSMUSG00000092761	0	0	0	0	0	0	0
ENSMUSG00000086211	0	2	0	0	1	1	0
ENSMUSG00000102880	0	0	0	0	0	0	0
ENSMUSG00000103995	0	0	0	0	0	0	0
ENSMUSG00000080916	0	1	0	0	0	0	1
ENSMUSG00000035649	110	179	348	159	740	590	767
ENSMUSG00000094842	0	0	0	0	0	0	0
ENSMUSG00000084854	1	0	0	0	0	0	0
ENSMUSG00000086000	0	0	0	0	0	0	0
ENSMUSG00000086205	0	0	0	0	0	0	0
ENSMUSG00000035637	106	80	160	73	70	97	95
ENSMUSG00000049657	47	79	103	41	191	257	244
ENSMUSG00000070997	6	1	5	3	8	13	9
ENSMUSG00000028318	47	40	43	41	51	100	126
ENSMUSG00000048232	19	34	37	14	71	129	93
ENSMUSG00000078713	114	88	145	104	45	101	141
ENSMUSG00000082628	0	0	0	0	0	0	0
ENSMUSG00000035615	9	12	28	24	18	43	39
ENSMUSG00000086284	3	0	0	1	1	1	7
ENSMUSG00000035601	39	37	60	32	53	92	83
ENSMUSG00000028322	40	24	60	24	43	85	104
ENSMUSG00000083541	0	0	0	0	0	0	0
ENSMUSG00000035572	353	354	433	239	173	344	343
ENSMUSG00000045973	432	409	570	290	357	993	785
ENSMUSG00000093185	0	0	0	0	0	0	0
ENSMUSG00000044813	33	37	58	19	103	94	150
ENSMUSG00000088892	0	0	1	1	4	0	2
ENSMUSG00000065322	0	0	0	0	0	0	0
ENSMUSG00000081559	0	0	1	1	0	3	1
ENSMUSG00000085980	0	0	0	0	0	0	0
ENSMUSG00000073860	0	0	0	0	0	0	0
ENSMUSG00000085305	0	0	0	0	0	0	0
ENSMUSG00000085876	2	2	2	1	0	1	0
ENSMUSG00000083685	0	0	0	0	0	0	0
ENSMUSG00000035561	1	2	4	2	2	11	8
ENSMUSG00000035551	0	0	0	0	0	0	0
ENSMUSG00000028327	3	0	7	2	22	17	85
ENSMUSG00000035539	0	0	0	0	0	0	1
ENSMUSG00000035517	86	138	196	106	216	308	307
ENSMUSG00000028328	6	1	3	3	25	51	50
ENSMUSG00000035495	100	110	174	101	154	256	255
ENSMUSG00000088069	1	2	0	1	2	4	4
ENSMUSG00000028330	181	176	272	140	259	415	481
ENSMUSG00000028329	25	36	38	21	94	79	94
ENSMUSG00000082194	0	0	0	0	0	1	1
ENSMUSG00000081483	0	0	0	0	0	0	0
